Module Title,Learning Outcome,Promoted skill,Promoted knowledge
Course_Knowledge_Processing_and_Decision_Making,Grasp basics of fuzzy logic and machine learning in knowledge representation,,"http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43, http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a"
Course_Lean_Entrepreneurship,Understand entrepreneurship by doing entrepreneurship,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703, http://data.europa.eu/esco/skill/fe39d4db-4cb5-4299-bb9f-896c8fd6ab13, http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Lean_Entrepreneurship,Generate and evaluate entrepreneurial ideas,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Lean_Entrepreneurship,Turn ideas into real startups or develop new business concepts,"http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703, http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Lean_Entrepreneurship,Generate business ideas,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Lean_Entrepreneurship,Apply tools and instruments for data collection,"http://data.europa.eu/esco/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278","http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01"
Course_Lean_Entrepreneurship,Design clear and informative surveys and reports,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca, http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d, http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817",http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f
Course_Lean_Entrepreneurship,Paraphrase and interpret information,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29, http://data.europa.eu/esco/skill/be48353d-25c7-4f86-bea9-7b9e248fbc6e, http://data.europa.eu/esco/skill/85c11255-469f-41bd-a6d1-382bc4a87783, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849",http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378
Course_Lean_Entrepreneurship,Convert business opportunities into workable and marketable products,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703, http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Lean_Entrepreneurship,Identify problems needing a solution,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_Lean_Entrepreneurship,Validate and recognize business opportunities,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Lean_Entrepreneurship,"Select, interpret, and judge information from stakeholders","http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31, http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29, http://data.europa.eu/esco/skill/be48353d-25c7-4f86-bea9-7b9e248fbc6e, http://data.europa.eu/esco/skill/85c11255-469f-41bd-a6d1-382bc4a87783, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849",http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff
Course_Lean_Entrepreneurship,Identify ethical and legal issues of new business ideas,"http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11, http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d, http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9, http://data.europa.eu/esco/skill/b9bf9e17-ae47-417b-bbb1-e8b7c263ccac","http://data.europa.eu/esco/skill/e2103a1d-4a84-47a9-b4f7-774787573449, http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d, http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758, http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42, http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909, http://data.europa.eu/esco/skill/a846cb9e-c152-41e7-bd34-45e7ff941e3b"
Course_Lean_Entrepreneurship,Work within multicultural teams and interact with other stakeholders,"http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1, http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31, http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b, http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb","http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff, http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86"
Course_Lean_Entrepreneurship,"Practice active listening and humble inquiry, giving and receiving feedback","http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31",http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff
Course_Lean_Entrepreneurship,Prepare independently for successful cooperation with teammates,"http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1, http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b, http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb",http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
Course_Lean_Entrepreneurship,Reflect on personal experience in cross-cultural leadership development and learning,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
Course_Master_Thesis,Apply appropriate research methodologies,"http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a, http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc",http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8
Course_Master_Thesis,Demonstrate deep understanding of a specific domain,"http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849",
Course_Master_Thesis,Select and adapt methodologies to solve identified problems,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328",
Course_Master_Thesis,Determine and justify solutions for research-worthy problems with business impact,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2"
Course_Master_Thesis,Explain and defend work in a colloquium,"http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13, http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b, http://data.europa.eu/esco/skill/326686e4-a55f-4eba-9d07-1c86408d5c5e",
Course_Master_Thesis,Explore a domain through literature review and data collection,"http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc","http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a, http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8"
Course_Master_Thesis,Integrate learning from previous modules into a project,"http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849, http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39",http://data.europa.eu/esco/skill/9fc400ac-8ed2-4aff-915f-aa4f2609ec7b
Course_Master_Thesis,"Plan, conduct, and write up a research project","http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead, http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f, http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68, http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9, http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a, http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562","http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d, http://data.europa.eu/esco/skill/7159e587-c7cb-4ec0-a662-03e1dee2cccb"
Course_Master_Thesis,Develop innovative ideas with potential for startup creation (for New Business type),"http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26","http://data.europa.eu/esco/skill/b0560439-14eb-41d1-aa53-1938efc24123, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Master_Thesis,Conduct market research (for New Business type),http://data.europa.eu/esco/skill/fe39d4db-4cb5-4299-bb9f-896c8fd6ab13,"http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf, http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4"
Course_Master_Thesis_Proposal,Understand appropriate research methodologies and their application areas,,"http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8, http://data.europa.eu/esco/skill/7159e587-c7cb-4ec0-a662-03e1dee2cccb"
Course_Master_Thesis_Proposal,Develop deep understanding of a specific domain to determine problem description,"http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed",
Course_Master_Thesis_Proposal,Select and adapt appropriate methodology to solve identified problem,"http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9",
Course_Master_Thesis_Proposal,Derive a research-worthy problem with business impact,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5",
Course_Master_Thesis_Proposal,Write convincing argumentation for problem statement based on literature review,"http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f, http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39, http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562",
Course_Master_Thesis_Proposal,Identify and analyze relevant literature for the research topic,"http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849",
Course_Master_Thesis_Proposal,Determine research problem based on practical relevance and literature review,"http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84",
Course_Master_Thesis_Proposal,Define thesis statement and research questions,"http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead, http://data.europa.eu/esco/skill/d9e5349e-8791-49c2-8ba4-839fdd1606c2",
Course_Master_Thesis_Proposal,Determine appropriate research methodology,http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9,http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8
Course_Master_Thesis_Proposal,Set up a master thesis project,"http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7, http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68",
Course_Master_Thesis_Proposal,Conduct a literature review,"http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849",
Course_Master_Thesis_Proposal,Specify research methodology,http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9,http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8
Course_Model-based_Design_of_Cyber-Physical_Solutions,Understand the distinction between modeling and metamodeling,,"http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c, http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98, http://data.europa.eu/esco/skill/7193cb6d-8334-494f-86e5-21e6d03a47c3"
Course_Model-based_Design_of_Cyber-Physical_Solutions,"Know various approaches for conceptual modeling, including graphical and ontological modeling",,"http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c, http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98, http://data.europa.eu/esco/skill/7193cb6d-8334-494f-86e5-21e6d03a47c3"
Course_Model-based_Design_of_Cyber-Physical_Solutions,Design domain-specific metamodels and modeling languages,"http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968, http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6, http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e, http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3","http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c, http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98, http://data.europa.eu/esco/skill/7193cb6d-8334-494f-86e5-21e6d03a47c3"
Course_Model-based_Design_of_Cyber-Physical_Solutions,Create conceptual models to represent complex situations for decision support and solution design,"http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/901105f8-3a08-453e-b1dc-23619e317fd3, http://data.europa.eu/esco/skill/cb89a5c0-b5cb-4c62-8e7e-7714631b66b5","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c, http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98, http://data.europa.eu/esco/skill/7193cb6d-8334-494f-86e5-21e6d03a47c3"
Course_Model-based_Design_of_Cyber-Physical_Solutions,Make decisions based on conceptual models and reasoning,"http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c, http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98, http://data.europa.eu/esco/skill/7193cb6d-8334-494f-86e5-21e6d03a47c3"
Course_Model-based_Design_of_Cyber-Physical_Solutions,Communicate effectively between stakeholders with different backgrounds,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9, http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31",http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff
Course_Model-based_Design_of_Cyber-Physical_Solutions,Collaborate for joint decision making,"http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342, http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31",http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff
Course_Model-based_Design_of_Cyber-Physical_Solutions,Interact with people from diverse cultural and educational backgrounds,"http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31",http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff
Course_Model-based_Design_of_Cyber-Physical_Solutions,Acquire knowledge about application domains independently for creating innovative solutions,"http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/cc716f65-a0d0-4fba-95d9-64c358f697c0, http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e","http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
